index,mark
187579,5
288153,5
362458,5
250422,5
84445,5
374797,4
254458,3
54896,4
110902,5
264359,5
39480,3
77840,5
366031,4
283782,3
11786,4
374213,5
268076,4
60055,5
55195,4
279973,4
230595,3
184740,4
18039,4
74743,5
250082,4
11718,4
355848,3
211082,3
67333,4
41333,5
53862,5
33916,4
70504,3
348332,5
263452,3
270444,5
43954,3
304443,5
173239,5
305208,5
322241,3
64600,5
178965,4
231319,5
57169,5
42475,4
366590,5
358391,4
38984,3
55506,5
23847,5
31872,5
60977,5
192144,4
27928,4
184867,5
296312,5
256855,5
288456,4
5790,4
274440,3
10618,5
81964,5
225031,3
368685,4
284603,4
202599,4
210183,4
358641,5
179694,4
322606,4
78212,3
320,5
64747,3
355044,3
31934,4
210145,4
4509,4
216649,4
17716,4
344751,3
153530,5
81426,4
313949,4
59984,4
317150,5
52143,5
156380,4
257930,4
70164,3
317009,5
315093,4
43856,5
102983,5
324887,4
179258,4
241557,3
167288,5
40254,3
40147,3
230084,4
53377,5
43607,5
203916,4
247290,3
342416,4
24446,4
32827,3
38256,4
79544,4
376364,4
320786,4
9457,4
29506,4
41870,4
153407,5
296160,5
179906,5
50938,4
311976,5
28990,4
83090,4
350144,4
291731,5
20460,5
294702,4
261279,4
354471,3
61007,5
313486,4
325052,3
33662,5
49557,5
318220,4
255497,4
247170,3
85704,3
352835,4
347685,5
155128,4
327123,5
52395,4
377207,5
170297,4
377505,4
43617,5
342506,4
183941,4
30679,5
162718,5
285023,5
369705,4
367147,4
267595,5
368048,3
241114,4
156294,4
331502,4
78740,5
248527,5
214596,4
337825,5
83094,5
295895,5
21558,4
38316,4
298200,5
71631,5
295518,5
218015,3
82932,4
370255,4
231578,3
65943,4
323041,4
5178,5
275549,3
342837,3
78228,5
252025,4
316254,5
325686,3
76454,4
234359,4
50621,5
303303,5
342018,4
155819,5
266287,4
41058,4
17028,4
176109,5
24722,3
65701,3
311874,3
359616,4
367872,4
318269,5
52437,4
263081,4
52082,5
4300,5
291944,5
192979,4
294111,3
294698,5
318690,4
81644,5
54116,5
266095,4
300892,4
334785,3
191577,5
187113,5
23868,4
342912,3
251102,5
32976,4
162130,5
52615,4
228825,3
379320,5
50254,5
244328,5
319836,4
158630,3
175770,4
330834,4
239547,5
370263,4
1802,4
266218,5
335512,4
184552,5
228363,5
291129,4
85649,3
164256,4
198041,5
182292,4
240377,4
309295,4
17036,5
28559,5
299483,4
54131,3
47593,5
58901,4
364565,5
39294,5
367083,5
367988,4
332809,5
49118,5
356625,4
347067,4
201004,3
195418,4
33368,5
372388,5
259365,4
365074,4
54033,5
301147,3
200749,3
333997,3
350667,5
53421,5
12841,5
361026,4
350015,5
233260,4
340397,3
46309,3
328081,3
222621,3
28609,5
316311,4
32845,3
328448,4
190357,3
66506,5
16978,4
81596,5
203491,5
240539,3
196203,4
308580,4
254327,5
280595,3
345962,5
200803,4
80682,3
34141,5
254916,5
268072,5
277292,5
368571,5
75858,3
254902,5
173715,4
29722,5
273422,4
322338,3
21266,5
291497,4
354602,4
79974,5
22794,4
277990,4
16853,4
261215,3
370832,4
24928,3
48606,5
260765,5
4647,4
53556,3
323291,5
372416,5
29171,3
36562,4
65062,5
277991,5
245222,3
337451,3
156691,3
300359,3
75852,5
361078,4
256645,4
263251,3
31527,4
80335,4
2192,5
325034,5
53819,4
248081,4
238508,4
73764,3
31176,4
371747,5
41104,4
372772,5
264566,3
27645,4
351159,3
160491,5
246204,5
65844,3
10370,4
75023,3
190111,4
219496,5
5670,5
252651,5
47121,3
345251,3
306202,4
2480,5
53727,5
294567,5
308259,4
250084,4
258449,3
24442,5
27951,5
369654,5
360171,5
297096,5
248195,5
356234,5
221997,4
365281,5
292432,3
56939,4
223515,4
111795,5
14060,4
12140,4
366538,4
361558,3
327034,4
316323,3
187777,4
31385,4
84693,5
33787,4
38839,4
178227,5
230865,5
151911,4
13758,4
1568,5
362880,5
271306,4
253987,5
346836,3
243022,5
164448,4
267152,5
254466,4
58303,5
347095,5
359813,4
351178,3
601,4
286432,4
254914,4
351629,5
179419,4
378543,4
205162,4
251822,5
379521,5
37172,4
34439,4
56155,3
279997,4
54415,4
335950,4
375768,5
327892,3
361439,4
3384,3
161169,5
301051,5
30446,5
250404,5
92357,3
239125,5
13689,4
318129,5
247615,5
16720,4
260452,4
331840,5
262958,3
54006,4
188854,4
195112,5
292099,5
79571,4
217440,3
270778,4
22826,4
253862,4
352586,5
174693,4
193346,4
97452,4
321554,4
10020,5
318037,4
346506,4
264230,5
82683,4
43209,4
314902,3
28373,5
248750,5
168171,4
19450,4
344874,4
220975,4
371850,4
70220,5
340267,4
26864,4
33175,5
305434,4
267191,4
84506,5
224589,4
258685,5
333463,3
236047,5
56138,5
33017,4
202489,3
59305,5
29196,5
294984,4
81413,5
9605,3
308376,5
243778,4
62049,5
14322,3
6890,5
345176,4
370259,5
362665,3
14372,4
155725,4
375945,3
244476,3
41659,4
301118,5
197518,5
154664,4
2119,3
10191,4
274622,3
6842,5
83122,4
241047,4
300284,4
52304,4
358645,4
18585,5
324425,3
73867,5
80592,4
25986,4
190187,3
341842,5
203645,4
188720,4
372738,4
81591,5
221623,4
922,5
34644,4
160370,5
259070,5
313587,5
319193,4
209204,3
183386,4
207291,5
323635,4
8586,5
40611,5
63708,5
251971,5
175397,4
159876,4
62438,5
189639,4
61750,4
54055,4
162913,4
336749,3
40530,4
26625,5
372094,4
31512,5
25132,4
229082,4
353877,3
238529,4
190077,5
302672,5
241529,5
161833,3
256546,4
252611,4
66896,3
307185,4
35983,5
240347,4
203976,4
4198,4
18556,4
113810,4
295273,5
186818,4
21169,4
65106,5
172476,5
155376,3
357857,5
354630,4
209447,4
53470,4
291460,5
321424,3
61080,5
180629,5
105977,4
319616,4
27923,5
309513,4
162678,3
309359,5
322386,3
168576,3
302214,4
362,5
45580,3
218853,5
246892,4
172978,5
222939,3
219043,3
192649,4
2844,5
8374,3
17425,4
347954,5
15596,4
245934,5
209713,3
351082,3
44159,5
291996,5
41241,3
320952,4
47623,5
36540,4
261690,5
53559,5
357741,5
3670,4
353487,3
69031,3
38975,4
22060,5
10204,4
304318,5
65572,4
264066,5
262654,4
266774,5
47345,3
85045,4
295980,3
81065,5
176075,5
178044,4
77871,4
218281,5
376408,4
243201,5
315629,4
315613,4
12601,4
255672,3
364088,5
44538,3
36469,3
365102,4
81810,5
193025,4
304572,4
238084,4
268519,3
27843,3
6555,4
151990,5
165189,4
285780,4
319847,5
299410,3
13477,4
242390,4
293071,5
1458,5
158629,3
10249,4
259622,4
20447,5
47446,5
362812,3
297960,4
162779,5
241225,3
275487,4
251500,4
325302,5
193568,4
45583,5
38762,4
201682,4
46593,5
4367,5
39542,5
372195,3
359356,4
6042,4
249543,5
309927,5
358627,5
252688,5
294802,4
273486,5
39319,5
188768,3
29745,5
237441,5
193736,3
171666,3
233377,5
80757,3
189615,4
18185,4
227657,4
201991,5
357959,4
52592,4
341910,3
171089,4
365706,5
280037,3
156540,4
363422,4
269119,4
65506,4
207769,5
55173,4
245775,3
260880,4
43027,5
375442,5
286007,3
369831,3
245024,4
295734,5
244282,4
324088,5
228745,3
214986,3
331853,4
279292,3
220292,3
347659,5
85699,3
356187,4
22665,4
168779,5
42639,5
335274,3
182233,3
10751,5
370183,4
18538,5
364679,4
347651,3
257991,5
73894,4
78887,5
43566,4
166565,3
364917,4
172626,5
309587,5
221071,4
277185,4
22762,4
18580,4
237234,3
335629,5
288067,5
322571,5
254906,5
178320,5
344404,3
240788,4
315021,5
346791,3
370031,5
113281,4
321592,4
363659,4
43898,5
10196,3
62943,4
356507,4
354721,3
354711,5
73967,5
198786,5
234278,5
356355,5
298236,4
366964,4
350947,5
216558,4
293270,5
322862,5
365365,5
351396,5
178119,5
165198,5
305366,4
50818,5
327643,4
347169,3
82882,5
47442,4
84266,4
254459,3
66544,5
199223,5
300594,4
24326,4
27170,5
55383,4
204735,3
282430,4
76459,3
175311,5
167914,5
174559,4
60818,4
23219,4
306804,4
326031,5
83601,4
270335,5
30660,4
274024,4
375931,3
327242,5
354032,4
198082,3
84163,4
377314,5
351605,5
220151,3
75804,3
8954,3
355472,5
325338,4
239551,5
256389,5
322353,3
190178,3
21921,4
291309,3
38792,5
3680,4
352169,5
23235,4
375949,3
213809,5
78801,4
255715,4
299523,5
195141,3
82664,4
100612,4
252620,4
167179,4
25805,4
339075,3
294648,5
322145,4
365327,4
240159,3
288502,4
214353,5
291647,3
244060,4
244393,4
375856,5
21979,4
173264,4
249939,5
332255,4
66941,4
373004,4
316862,3
321172,3
54352,4
8696,4
323262,4
177683,5
336878,4
201605,4
183294,4
273266,3
303841,3
76818,5
208290,4
17355,4
268708,4
266857,3
113254,3
352967,3
79752,4
282776,5
233189,5
45200,5
227051,4
72551,5
250846,4
371845,3
325936,5
54734,5
187416,5
182188,4
50331,4
369303,4
375642,4
35410,4
80156,4
75076,4
16907,5
303346,4
32589,4
247212,3
304609,4
305648,4
307746,4
298677,4
155693,5
57500,4
191889,5
169485,4
215785,5
256244,4
296217,4
13040,5
198559,5
182982,4
293414,4
304063,3
374295,5
330103,5
370511,5
308149,5
172655,5
302283,4
300290,5
228236,3
276594,3
26280,4
328844,3
306622,3
11867,4
73253,5
324912,3
170195,4
208373,4
81364,3
329360,5
325739,5
331962,4
46587,4
237799,4
358570,3
365061,5
253707,4
245172,5
229571,5
154257,4
48609,4
286990,3
71367,4
2679,4
290517,4
32328,5
222132,5
235194,3
53176,4
256866,5
342719,5
343219,3
3291,4
85667,4
165238,4
301654,4
61135,5
229429,5
80029,5
161580,3
328297,5
230655,5
340572,5
239310,3
273233,3
38790,5
349766,4
77807,4
185296,3
277622,4
184811,4
173793,5
230199,3
309468,4
296255,4
175557,5
264048,3
82327,3
234247,4
350169,3
188136,5
66975,5
165813,4
31299,4
27005,5
1747,4
76654,5
344643,3
179672,4
50035,4
64770,5
177612,4
203544,4
378098,4
64213,5
79758,4
185155,4
93792,4
8742,5
194994,4
250365,4
26291,3
217163,4
199493,4
251922,4
186372,5
23781,5
209959,5
302910,4
278239,4
365405,4
354782,3
22800,5
177020,5
178168,4
281137,5
12839,4
364002,4
42456,5
34547,3
162042,3
249136,5
13936,5
188575,3
14836,4
297073,4
249865,5
223871,5
191546,4
20243,5
240433,4
331092,3
229381,3
317260,5
343027,5
247891,4
193056,4
185270,3
272014,3
1729,4
261368,3
19871,4
25828,4
77062,5
17337,4
261703,4
221454,3
59185,4
351802,3
252852,4
187781,4
59356,3
288122,4
288116,5
270973,4
324480,5
248643,4
172452,3
303392,5
252787,3
35221,3
265579,4
59508,4
171022,5
38325,5
335988,3
278318,5
157375,3
237696,5
242445,5
61659,5
222684,3
247859,4
43202,4
65278,5
292923,4
260742,4
247187,3
50703,4
161918,4
365824,5
211896,5
350968,5
26104,4
306875,4
326062,5
190204,5
58234,4
23472,5
295854,4
361733,5
354629,3
309179,3
232357,3
185443,3
19451,5
283466,4
84117,5
214926,5
223838,5
286850,5
61749,4
185383,4
38100,4
253759,3
51917,5
24596,3
289150,5
109009,5
224444,4
64720,5
165155,3
192311,4
164407,4
341679,5
277950,3
282156,4
209986,4
246151,5
200839,5
290485,4
344208,4
169327,4
186227,5
327067,4
190979,3
250815,4
350166,5
341476,4
279548,4
262809,3
59675,4
323870,5
38783,4
163112,3
309287,4
252051,4
208992,3
48779,4
11116,5
330537,5
28006,4
159489,5
358343,5
170208,4
69627,5
378846,5
368702,4
23325,4
75212,3
225377,4
168193,4
193655,3
172327,5
273156,4
264621,5
325998,3
299562,4
82898,5
184659,5
321323,5
83196,5
303276,4
29459,4
183204,4
59566,4
220106,4
273034,4
249900,4
77469,4
29180,4
176629,3
362577,5
44045,4
25792,5
314801,4
7040,5
10334,3
31065,5
319902,3
313865,5
195387,4
44163,4
162586,5
344962,4
270428,4
346701,3
14242,5
199339,4
211462,5
8694,4
280455,4
351627,4
201443,4
249722,4
358072,5
314393,3
5798,5
73605,4
166665,5
338827,3
347635,3
189212,4
163708,4
4904,3
320418,3
35545,5
27912,4
248309,4
60955,3
301224,4
259361,5
39234,5
166370,5
16873,5
6925,4
72358,5
306849,3
351527,4
13545,3
62220,5
60816,5
269293,4
342035,3
368591,4
159385,5
17037,4
50866,3
48431,3
177472,3
31323,4
258299,4
329220,4
106,4
63344,5
290063,3
261202,4
61348,5
337543,3
361596,5
310589,5
213996,5
58263,4
10232,5
371248,3
319112,5
208447,4
372732,4
299126,4
170772,3
260522,4
177025,3
307238,4
363955,4
232362,3
321534,4
367420,5
244777,4
73545,5
18845,5
37057,3
249224,5
64144,5
264433,5
11098,5
209974,3
213140,5
85363,3
76421,4
242,5
79737,5
198465,5
376682,3
35596,5
340375,5
6864,5
33376,4
19595,4
313598,4
192207,5
268156,4
226272,3
235747,4
70408,4
296850,4
221438,5
313132,5
232256,4
247591,4
201730,4
342971,4
70841,4
264740,4
256791,5
287011,5
288029,3
151992,5
291391,5
14820,5
31677,5
349946,4
43941,4
294610,5
232249,4
308290,4
315526,3
172894,3
377106,4
78191,4
48673,4
243989,4
265452,4
212216,3
373813,4
266268,3
45538,4
370461,4
350612,5
313488,3
34840,5
242099,5
21972,3
323229,3
271420,5
168563,5
234514,4
35541,4
49515,5
233484,5
341196,3
306513,4
70874,5
283719,4
82933,5
257772,5
7303,5
226736,5
20516,4
34524,5
190929,4
353464,5
193348,4
338960,3
263411,3
218572,5
233913,5
304019,5
312764,5
183283,3
222791,3
35048,4
320541,3
48313,4
83587,3
27804,4
304638,3
18735,5
80826,4
210221,5
60291,5
174260,4
376078,3
318669,3
36571,5
32265,4
74254,5
81614,5
9487,5
25904,5
360125,4
252617,4
82446,5
320491,5
323918,3
337176,4
248904,5
240753,5
346942,5
253858,4
301662,4
71255,5
215898,5
30130,5
296313,4
358850,3
370333,3
199008,5
73731,3
54738,5
7671,5
81613,5
266208,5
69638,4
253789,4
267323,4
158204,4
304407,5
256948,3
264057,3
1076,4
159552,3
181450,5
232335,4
276863,5
158812,3
224875,3
188527,4
197587,5
374720,5
241829,4
259617,3
257830,5
212210,3
234979,3
313256,5
280196,4
70458,5
328421,5
24887,4
242290,5
275160,3
361512,5
275210,5
35826,5
15912,5
373941,3
214645,3
364936,5
363818,5
315129,4
20304,4
179810,3
32912,4
315609,5
219934,4
350912,4
241368,5
269344,4
316250,3
9747,4
290815,5
301763,5
55853,3
377725,4
73385,5
4429,5
312823,3
337795,5
301884,4
27699,4
305000,4
223615,4
160330,3
29417,4
4418,5
160543,3
101823,4
3868,4
179410,5
11263,4
83869,3
263157,4
364635,3
59667,3
31585,3
363222,5
44885,3
254659,3
192814,3
189419,5
295963,5
370258,5
71103,5
188708,5
198716,4
364355,4
315782,5
51455,5
248965,5
259206,5
57432,3
69727,4
192619,5
21443,5
340087,4
199104,5
207180,4
51768,4
184734,3
371998,3
330025,4
259798,4
299440,4
371566,3
250688,4
98664,4
178601,3
82563,5
350115,4
256697,4
241958,3
16900,4
23931,3
367085,3
46063,5
40162,4
191488,3
244349,5
362193,5
16598,5
42422,3
169860,3
43198,4
86574,4
161310,3
42817,3
308181,5
57900,4
265753,5
351911,5
59376,4
50863,3
275409,4
172398,3
51590,4
65928,5
1009,4
51206,3
212745,4
67224,5
117147,5
343657,4
259039,3
80400,5
188799,5
294203,3
63043,5
230606,4
374590,4
28791,3
329238,3
62314,3
357434,5
161313,5
203779,4
67728,5
364626,4
341342,5
44889,5
259015,5
213991,3
270862,3
181178,4
279775,4
299766,5
354781,3
215760,4
193734,5
243770,5
44810,3
85462,3
313864,5
338708,5
53014,5
51679,5
41400,4
220850,5
227518,4
296789,5
19267,5
293903,5
276460,5
238200,4
291720,3
159591,5
312637,3
33803,5
82876,5
252770,5
305587,4
71282,5
189359,3
63198,5
169323,4
243876,3
267444,4
188988,4
362092,4
117649,5
350109,3
335659,3
210509,3
358393,4
176020,4
310507,3
241064,3
282958,3
313267,3
23290,5
61191,5
157775,5
344862,5
268058,4
220166,4
187377,4
307802,3
44272,5
272115,4
208050,4
220687,5
42525,4
152707,4
248764,4
187721,5
281688,5
18372,4
266752,5
323210,5
365541,3
342767,4
9018,5
40855,5
175838,3
43748,4
163377,4
276244,3
276570,4
203286,3
220988,4
195652,4
212578,4
251164,4
17170,5
5547,5
13628,5
117149,5
28852,5
357388,4
341768,4
7061,5
256554,4
35347,3
64103,5
275934,3
199054,4
39287,5
22745,4
167318,5
261990,5
229121,3
363996,4
57686,5
374071,5
366560,5
222000,5
183826,4
67492,5
162649,3
27352,3
359502,3
231217,5
350437,5
343048,4
252518,5
180645,5
367871,5
297287,3
191124,3
286167,5
340037,4
179143,4
693,4
274523,5
268226,5
171023,5
310442,4
325985,4
59684,5
357184,3
257583,4
248621,4
47161,4
4885,5
2358,5
278638,4
54036,3
281729,3
244995,5
292689,3
251994,4
232506,4
255614,5
251782,5
169474,3
3687,5
242434,5
207535,4
3184,3
366694,3
51130,4
23206,5
174594,5
64924,3
70099,5
17132,3
311323,5
249706,4
204747,5
61554,4
374074,5
284843,5
301468,5
324568,3
51497,4
227569,4
347668,4
252608,4
242067,4
68699,5
233910,5
180643,5
206474,4
237077,4
49628,4
154491,4
163750,4
52099,4
154170,4
271021,5
241295,4
48025,5
234499,5
305168,3
180084,4
291787,5
281886,5
155543,5
322551,3
338014,4
305459,3
5758,4
29983,4
65817,5
15772,5
205182,5
330733,3
36549,5
205684,5
35097,4
249504,4
352433,4
152058,5
194122,3
204504,4
188876,3
64262,3
237191,3
153366,5
175500,4
377430,5
9571,4
240048,4
184721,4
319017,3
83145,4
311931,4
333141,5
282851,3
259306,5
18005,5
357686,4
192360,5
50755,5
247751,3
12573,4
9345,5
280591,3
221165,5
70132,5
246775,4
336515,5
33018,5
115373,5
226247,5
327860,4
62028,5
24154,5
15752,4
161304,5
340770,4
278479,3
309033,4
160927,5
300445,4
276077,5
261414,5
3462,5
182325,5
313457,4
21508,3
13145,5
369956,5
42146,5
179123,5
61236,3
338898,5
68017,4
21655,5
15519,3
34928,4
612,4
51057,5
176578,4
67474,5
328637,4
223034,5
75889,4
280718,4
326209,3
293399,4
167703,4
44424,4
44924,5
42569,4
161970,4
22631,4
59738,4
79105,3
47178,4
252857,3
346699,4
187953,4
209478,4
71550,3
45074,4
196694,4
299735,3
247624,5
49588,3
213136,5
325787,4
350518,5
163418,4
26330,5
315931,4
237811,3
289765,4
310573,4
250581,4
314122,4
81605,4
58019,3
22267,5
57335,4
273536,5
355636,5
30494,5
332470,4
33646,4
164273,3
326761,4
355791,5
236351,4
357994,3
31568,5
263574,4
207034,3
64013,4
323111,5
247840,4
17323,5
70277,4
270915,5
353766,5
161434,3
342869,4
282063,4
318963,3
303745,4
77895,5
286450,3
364490,5
42044,4
223080,5
225137,4
6012,4
8695,5
62860,4
294870,4
227192,5
316689,3
62775,5
328440,5
188987,5
70197,5
378958,4
238442,3
259104,5
246698,3
307976,4
237429,5
288770,5
246100,3
78982,5
295591,4
315255,4
24153,5
316846,4
31750,4
15895,4
184789,5
324405,5
172909,4
301596,4
157208,5
218152,3
223513,3
57174,3
241148,3
366908,4
80520,4
29198,4
14656,5
279913,3
312419,3
347698,4
163411,5
105937,5
351897,3
313838,4
154814,4
203543,4
286655,5
45810,3
339641,3
195762,4
315551,5
366421,4
363530,5
182927,5
57772,5
160232,5
194476,5
372110,5
364219,5
32802,5
208894,5
279855,3
314999,4
68589,4
11551,5
242097,4
73027,5
252821,4
188508,5
339962,3
275496,4
155062,5
18843,5
315842,3
50104,4
152613,5
78609,4
23034,5
340916,5
242989,5
194796,4
56206,3
164651,4
32159,5
185208,4
20574,5
361950,5
227188,4
183296,4
332583,3
252894,5
294683,5
324329,4
254897,4
57618,5
20403,4
51931,4
359754,5
101259,4
163923,3
297065,4
182284,5
358068,3
334065,4
320723,5
261944,4
317113,4
158613,5
80981,5
41346,5
311983,5
261411,3
39010,5
344038,3
357425,5
183940,3
26030,3
7499,5
294535,5
83034,5
354433,5
43518,4
175343,4
378893,5
349598,4
358573,4
361254,5
283485,5
228055,5
369721,5
14605,4
354319,4
81686,5
207351,3
168636,5
186981,3
38615,4
289489,3
176960,5
285328,3
231964,4
224309,4
68904,4
185585,5
182231,4
336092,5
279283,5
229742,3
26269,4
42720,5
363176,4
12017,3
166503,4
292086,4
241200,3
343047,3
38917,5
334267,5
73227,4
50208,4
243904,4
295712,5
76217,5
339516,3
247413,5
303052,3
28128,4
224783,4
36240,5
326195,4
354796,5
360352,5
75261,4
202832,5
326845,3
2555,5
225454,4
298829,4
40510,4
41050,4
367635,3
277136,4
314716,5
49181,3
287301,5
212256,4
197174,5
25282,5
293420,4
21265,4
290981,3
292083,3
5124,4
168599,5
357965,5
352170,4
216804,4
93795,4
162134,5
16306,3
32209,5
245806,5
283880,3
13048,5
198556,3
30104,4
351555,4
253507,4
343812,3
269079,4
69820,5
8171,4
327910,4
32899,4
315272,5
47969,5
28650,3
348511,5
83892,3
7239,5
84688,4
81482,4
60809,4
327197,4
78994,5
14171,3
102991,3
76323,5
289404,5
306881,5
361410,4
5456,4
81820,5
201747,5
306542,4
176094,4
293294,4
364502,4
27698,3
326991,5
56039,5
253630,5
76776,5
217196,5
198314,5
158295,4
355857,5
374077,5
214807,5
375078,5
14979,4
3358,4
72488,4
183151,5
37952,5
199743,5
269798,5
324581,4
374294,5
184725,4
330989,4
58441,4
256693,3
268371,4
181179,4
4168,5
293473,5
316172,4
46968,5
228097,5
79566,4
78542,5
153069,4
71647,5
65443,5
332168,3
12144,5
239819,5
327908,5
326450,4
77613,4
64327,4
343464,3
257389,4
251691,3
322570,3
160400,3
173903,4
7443,4
175764,5
79317,3
246594,4
54551,4
240441,3
364515,4
200710,4
170177,3
316078,3
50955,4
300598,4
797,3
315704,5
153459,5
46100,4
362514,4
351748,5
109488,3
218380,3
263248,3
236346,4
351278,3
164325,5
208230,3
244974,4
299226,3
35694,4
190748,4
175827,5
363387,5
265198,5
1767,4
349141,4
324469,5
229450,3
247252,4
25813,3
175031,5
364543,3
27896,5
372081,5
361493,5
256737,3
363617,4
332491,5
8943,5
362150,5
253461,5
262939,3
274039,3
59144,5
355147,4
160151,4
213764,4
72226,5
214809,5
45804,3
377992,4
246857,5
329063,3
68116,5
359806,3
296071,4
266414,5
19075,5
276033,5
47361,4
355590,4
261098,4
274843,5
196311,3
305094,4
367940,3
3883,5
256297,4
269797,5
26740,4
281409,5
75875,3
301375,5
298151,4
153975,5
358495,4
254838,5
42785,4
250266,3
374890,5
303939,5
357671,5
35914,4
155939,4
158293,4
355056,5
54029,5
290093,5
306065,3
173067,4
279052,5
38923,5
195534,5
362062,4
286989,4
192205,4
358234,4
72096,4
34848,4
242061,3
335130,5
245368,5
314460,5
10019,5
219457,5
337191,5
360334,4
357385,3
252557,4
360661,5
372092,5
3921,5
101139,3
360442,5
16389,3
326829,5
215097,4
236702,4
365099,4
324834,5
228941,5
299233,4
34352,4
162882,5
19993,4
48920,4
321986,4
271263,5
252600,4
307171,4
248952,5
1351,4
28713,5
253247,4
70230,5
42575,5
326965,4
375769,5
5785,5
32503,5
364721,4
222486,5
229570,4
8348,3
320506,5
39924,5
263011,4
377802,4
3398,4
192175,5
18620,4
21794,5
326807,3
370289,5
84244,5
376334,4
275090,3
291873,5
209597,5
316930,4
264589,5
187641,5
88430,3
187170,3
195575,5
67951,3
333117,5
59665,3
316484,3
235540,4
252302,4
71527,5
218764,4
240349,5
348759,4
7606,5
280872,3
318531,4
324532,4
172962,4
81245,4
239266,4
290301,4
204692,5
334561,5
361084,4
180951,5
301908,3
310780,4
179437,5
71939,3
184247,3
366193,3
198790,5
166754,5
5419,3
182684,5
376539,4
247791,4
268794,5
1459,4
53725,4
376130,5
42153,4
35648,4
374957,5
78232,5
376629,5
269,3
28094,5
212229,5
226403,5
217859,3
163518,4
12961,4
320611,5
276968,4
244708,4
78814,5
16729,4
288951,5
256728,4
247933,5
191847,5
315761,5
229739,4
268770,3
2233,5
366696,3
316865,4
239709,4
312581,5
238141,5
330063,4
233625,3
258762,4
58359,4
28186,5
362218,3
244122,5
84157,5
30619,4
182472,4
323611,5
35840,3
204531,3
351510,5
351424,3
22646,4
30075,5
56510,5
51904,4
21922,5
73136,4
261718,5
273325,4
24448,5
237347,3
328866,5
48339,3
226720,3
152029,4
152586,3
74855,4
165812,3
81680,4
186288,5
362390,4
212366,3
334563,5
31166,5
35429,3
315151,4
41092,5
293628,4
359719,5
266128,5
254718,5
24384,4
63399,3
67484,5
328427,4
200822,4
53386,5
21186,4
245945,4
296293,4
298696,5
224268,4
5224,4
27815,5
246375,3
29365,4
221411,4
238144,4
212577,5
309203,4
250465,3
20061,3
83680,5
343099,4
267155,5
246149,4
62945,4
281038,5
354054,4
227852,5
356086,4
369492,5
272393,3
177659,5
18545,5
352047,5
354819,5
264536,5
168026,3
247380,3
168890,4
306050,3
305337,4
68183,5
194096,4
264083,3
158026,5
70474,5
378290,4
53754,3
323272,5
241184,4
187954,5
226528,3
196656,4
187966,5
331669,3
249470,5
255620,5
181241,5
170338,4
266942,5
55835,4
344736,3
262532,3
357171,4
378012,4
33648,4
7824,5
27862,5
233558,3
233,4
250695,4
218117,4
28876,5
320437,4
23261,5
68239,4
250524,4
170843,5
29829,5
326895,4
253499,3
192279,5
269050,5
5747,5
247889,5
364548,5
314892,4
79686,5
221007,3
300349,5
154832,4
19834,4
231308,4
374892,4
373325,5
318166,3
279937,5
247951,4
21180,5
268107,3
194390,4
30318,5
188650,3
270927,4
216079,4
230872,5
163421,4
250103,3
70302,5
252313,4
110898,4
43446,4
73290,5
360691,3
9626,3
272114,3
65508,4
338734,3
256247,5
321378,5
61914,3
5460,3
83731,5
192009,3
1273,5
72437,3
329500,3
195417,4
23001,5
295740,3
310271,3
307678,3
371987,5
298752,5
350907,5
247270,5
327455,5
293822,5
15997,5
5930,5
262501,4
222425,3
166586,3
58324,4
339224,4
270477,4
169312,4
272718,3
189383,4
178425,4
350356,5
46279,3
212503,4
65077,5
219823,4
249522,3
252247,5
294275,3
188051,4
260624,5
176860,5
44221,4
314717,4
295481,5
63426,4
243129,5
15761,5
340395,4
193524,3
233714,4
355663,4
31155,5
201863,3
281747,4
311212,4
233174,3
11939,4
223820,4
253400,5
16725,5
361842,3
152286,4
275105,5
32274,5
50237,4
301610,3
269125,3
208676,5
175807,5
375734,3
81554,5
280032,4
19100,4
243818,5
353846,4
318413,3
375594,4
314210,5
175802,4
245365,5
193184,3
27982,5
216044,4
67306,3
358076,4
361858,4
378943,5
240072,5
154778,5
358304,4
36229,4
205273,4
251564,5
74812,3
241350,4
223624,5
58707,4
4294,5
21580,5
220348,5
293365,3
250624,4
335249,5
252297,4
85350,5
353434,4
236564,5
252368,5
63570,3
254494,5
296300,4
305761,5
56413,3
8959,4
32482,3
297069,4
232150,4
249689,4
219493,4
50314,3
176246,4
326938,5
280161,5
78711,5
165632,4
291554,4
335861,4
300136,4
12402,5
257003,5
76373,4
237487,3
357418,5
206662,4
174474,5
204193,5
49573,5
323864,4
25378,4
35651,4
45650,5
190793,4
75095,4
273107,4
370191,5
180498,5
7789,3
203376,4
310192,5
82704,4
197104,3
11959,4
161559,3
329349,3
27639,5
324543,3
301495,3
257500,4
56906,5
292922,4
316504,3
312437,3
260615,5
310934,5
30505,4
162969,5
275901,3
288564,5
318533,5
303917,4
58956,4
30326,5
18356,5
347190,3
82335,5
349943,4
73520,5
276879,4
335127,4
269763,4
255017,4
320788,4
240303,5
182903,5
40373,3
354854,4
85446,4
207743,4
3406,4
42732,4
46982,3
307070,3
330178,5
324258,3
82715,4
315563,5
209886,4
296036,4
361468,5
80619,3
287024,5
214,5
374881,4
311414,5
306484,5
63552,4
363870,4
7094,5
26594,5
4203,5
10219,4
162522,4
